-1.800487392572001077e+00,4.765907876370909513e-01,1.541009823684250102e-01,-5.090880395232952882e-01,-7.944014326185768610e-03,5.657272735670489938e-01,-7.272929534438191679e-01,-2.162378852642220295e+00,8.577629526912105007e-01,0.000000000000000000e+00
-1.790352058723520656e+00,5.425455083484299612e-01,1.999050969178766402e-01,-4.198610643921587560e-01,6.202282518501437553e-02,7.013988680532586839e-01,-6.903635094491714641e-01,-2.162378852642220295e+00,7.113158566570729757e-01,0.000000000000000000e+00
-1.800487392572001077e+00,5.095681479927605118e-01,1.082968678189734218e-01,-3.752475768265905454e-01,6.202282518501437553e-02,8.822943273682047893e-01,-7.272929534438191679e-01,-2.078164503039602984e+00,6.527350171899776177e-01,0.000000000000000000e+00
-1.812103505699430794e+00,4.655949990961683604e-01,-1.207337101957703246e-01,-3.529458356775321271e-01,-3.418783243542042327e-02,8.822943273682047893e-01,-8.380812854277625013e-01,-2.288705379680672003e+00,7.698966961241684448e-01,0.000000000000000000e+00
-1.149564836289225900e+00,4.765907876370909513e-01,9.327909402440738296e-01,-1.133646849638896059e+00,2.107111137558631275e-01,1.040577854268782687e+00,-1.059657949395648835e+00,-1.236011001744377058e+00,-8.116959220825900045e-01,0.000000000000000000e+00
-1.753992924266088549e+00,5.095681479927605118e-01,4.747397894820720166e-01,-1.745018906827106586e-01,2.704440806344198672e-02,1.040577854268782687e+00,-6.165046214598760566e-01,-2.162378852642220295e+00,8.870483697911573095e-01,0.000000000000000000e+00
-1.098798119658238148e+00,4.985723594518378654e-01,1.024409174610462880e+00,-1.111345108489837585e+00,9.701124757464212045e-02,1.017965921854414590e+00,-8.750107294224103160e-01,-1.151796652141759525e+00,-5.773925747486121640e-01,0.000000000000000000e+00
-1.088572738421172970e+00,5.095681479927605118e-01,8.869868256946221718e-01,-1.066731620924269430e+00,1.232450604158214086e-01,9.275181921969414267e-01,-8.565510100590600917e-01,-1.151796652141759525e+00,-4.895263181815699416e-01,0.000000000000000000e+00
-1.905092442311255851e+00,4.436134272814214463e-01,4.747397894820720166e-01,-7.098337256671750639e-01,-7.791085383738591275e-02,3.169960170089980434e-01,-1.096597398658244238e+00,-2.288705379680672003e+00,7.698966961241684448e-01,0.000000000000000000e+00
-1.862970274984401486e+00,6.524733779563610669e-01,3.373174405662314745e-01,-2.414171193973372875e-01,7.952203901385591911e-02,3.622198818377345697e-01,-3.764582328606918549e-01,-1.404439700949611902e+00,1.062780882925241421e+00,0.000000000000000000e+00
-1.114696486376141049e+00,5.095681479927605118e-01,1.116017403709365974e+00,-1.111345108489837585e+00,2.544441404258839246e-01,1.063189786683151006e+00,-9.673393420430033141e-01,-1.278123179180211233e+00,-7.238296655155478376e-01,0.000000000000000000e+00
-1.300674359599791163e+00,7.953786079199616221e-01,4.289356749326203588e-01,-9.552029046440745352e-01,-9.541006766622747715e-02,8.370704625394682630e-01,-1.355103506620778386e+00,-1.572868400154846968e+00,1.841183172548202795e-01,0.000000000000000000e+00
-1.103080373248711776e+00,5.205639365336830471e-01,1.161821518258817632e+00,-1.155948590787954533e+00,2.194557180362562143e-01,9.953539894400461607e-01,-8.750107294224103160e-01,-1.109684474705925128e+00,-6.359634089485056707e-01,0.000000000000000000e+00
-1.062438985200806263e+00,6.194960176006915065e-01,7.495744820462673097e-01,-1.089033362073327904e+00,1.582334828054491882e-01,1.108413651511887643e+00,-8.380812854277625013e-01,-1.193908829577593700e+00,-2.552129655803903052e-01,0.000000000000000000e+00
-1.790352058723520656e+00,6.634691664972837133e-01,4.747397894820720166e-01,-2.414171193973372875e-01,1.232450604158214086e-01,6.787869356388903652e-01,-1.918010076195056091e-01,-1.657082749757464279e+00,1.267798813159272564e+00,0.000000000000000000e+00
-1.108933453506718791e+00,4.875865761780134866e-01,1.024409174610462880e+00,-1.133646849638896059e+00,1.494888785250560459e-01,9.953539894400461607e-01,-9.488696174117057236e-01,-1.193908829577593700e+00,-5.773925747486121640e-01,0.000000000000000000e+00
-1.812103505699430794e+00,6.085002290597690822e-01,4.289356749326203588e-01,-2.637288658138470798e-01,7.076742946540745538e-02,5.657272735670489938e-01,-3.210590642347464496e-01,-1.699194927193298454e+00,1.121361722392336890e+00,0.000000000000000000e+00
-1.676992401760751372e+00,7.843828193790389758e-01,6.249275326952179882e-02,-6.297317440251580523e-02,3.578901234383508739e-02,9.275181921969414267e-01,-4.872465648446350772e-01,-1.909735803834367696e+00,6.696664358783141480e-02,0.000000000000000000e+00
-1.630497933454838844e+00,7.514054590233695263e-01,1.082968678189734218e-01,-4.067143325345738691e-02,5.327822090462127486e-02,9.275181921969414267e-01,-4.687768402133374313e-01,-1.783409276795915988e+00,4.184316698559999437e-01,0.000000000000000000e+00
-1.501249915039564842e+00,8.393417515494554504e-01,3.373174405662314745e-01,-6.429184969525485460e-01,6.202282518501437553e-02,8.596823949538365817e-01,-1.096597398658244238e+00,-1.614980577590681143e+00,6.696664358783141480e-02,0.000000000000000000e+00
-1.068202018070228521e+00,5.755228687040994107e-01,7.495744820462673097e-01,-8.882876759294480173e-01,1.494888785250560459e-01,1.063189786683151006e+00,-7.457526728071693922e-01,-1.151796652141759525e+00,-3.430792221474324721e-01,0.000000000000000000e+00
-1.103080373248711776e+00,5.205639365336830471e-01,7.495744820462673097e-01,-9.552029046440745352e-01,1.232450604158214086e-01,9.953539894400461607e-01,-8.750107294224103160e-01,-1.236011001744377058e+00,-7.531250878826963868e-01,0.000000000000000000e+00
-1.062438985200806263e+00,5.095681479927605118e-01,9.785950547935253763e-01,-1.022118133358701053e+00,1.145004561354283079e-01,9.953539894400461607e-01,-7.642223974384670937e-01,-1.067582302539142214e+00,-3.430792221474324721e-01,0.000000000000000000e+00
-1.062438985200806263e+00,6.085002290597690822e-01,6.579562476798784809e-01,-1.133646849638896059e+00,1.582334828054491882e-01,1.040577854268782687e+00,-7.826821168018170960e-01,-1.193908829577593700e+00,-2.552129655803903052e-01,0.000000000000000000e+00
-1.056585904942799248e+00,6.634691664972837133e-01,1.253429747357720725e+00,-8.436741883638797512e-01,2.194557180362562143e-01,1.040577854268782687e+00,-6.349643408232261699e-01,-8.149392537312896145e-01,-6.066779918485588619e-01,0.000000000000000000e+00
-1.310899740836856564e+00,8.503375400903780967e-01,4.289356749326203588e-01,-6.206167558034900722e-01,-2.543322288697196301e-02,8.144585301251000553e-01,-1.207385730642187571e+00,-1.530766227988063610e+00,1.841183172548202795e-01,0.000000000000000000e+00
-1.315272041815914950e+00,7.953786079199616221e-01,5.663480185809752765e-01,-8.213624419473700700e-01,-5.167704099620661767e-02,8.822943273682047893e-01,-1.318174062626130683e+00,-1.530766227988063610e+00,2.426991567219156931e-01,0.000000000000000000e+00
-1.068202018070228521e+00,6.524733779563610669e-01,1.253429747357720725e+00,-9.328911582275648540e-01,2.194557180362562143e-01,1.063189786683151006e+00,-7.088232288125215774e-01,-7.728270762954554396e-01,-5.480971523814635038e-01,0.000000000000000000e+00
-1.440157764517528749e+00,9.053064775278927279e-01,6.121521331304268232e-01,-5.090880395232952882e-01,1.145004561354283079e-01,7.692346652963635290e-01,-8.011518414331147975e-01,-1.614980577590681143e+00,9.625206068777815427e-02,0.000000000000000000e+00
-1.119068787355199213e+00,7.953786079199616221e-01,1.024409174610462880e+00,-7.098337256671750639e-01,2.369449265970423879e-01,1.153637516340624058e+00,-8.011518414331147975e-01,-9.412557755006903948e-01,3.012699909218091721e-01,0.000000000000000000e+00
-1.124931872878604633e+00,7.184280986676999659e-01,8.411827111451706251e-01,-8.213624419473700700e-01,2.369449265970423879e-01,1.131025583926255962e+00,-7.272929534438191679e-01,-1.151796652141759525e+00,2.426991567219156931e-01,0.000000000000000000e+00
-1.068202018070228521e+00,6.854507383120305164e-01,1.253429747357720725e+00,-9.552029046440745352e-01,1.407442742446629591e-01,1.063189786683151006e+00,-8.011518414331147975e-01,-8.149392537312896145e-01,-4.895263181815699416e-01,0.000000000000000000e+00
-1.666857067912270729e+00,5.535412968893526076e-01,-2.123419392946735706e-01,-2.414171193973372875e-01,-7.944014326185768610e-03,1.063189786683151006e+00,-5.426357282026329498e-01,-2.204481024809003653e+00,1.121361722392336890e+00,0.000000000000000000e+00
-1.584013470414324720e+00,7.733870308381164405e-01,1.999050969178766402e-01,-1.835968683694761544e-02,7.952203901385591911e-02,9.727420570256779531e-01,-3.395287888660441511e-01,-1.783409276795915988e+00,5.941641829900841110e-01,0.000000000000000000e+00
-1.584013470414324720e+00,7.184280986676999659e-01,1.082968678189734218e-01,1.154707705923056632e-01,7.952203901385591911e-02,1.040577854268782687e+00,-3.210590642347464496e-01,-1.909735803834367696e+00,6.527350171899776177e-01,0.000000000000000000e+00
-1.088572738421172970e+00,7.953786079199616221e-01,8.411827111451706251e-01,-6.875319845181167011e-01,2.282003223166493011e-01,1.131025583926255962e+00,-7.457526728071693922e-01,-9.833679529365245697e-01,2.426991567219156931e-01,0.000000000000000000e+00
