7.483647432041920844e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,-8.571273089810813595e-01,1.117494917542860122e+00,-1.126453682114192389e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,3.102456426734994666e-01,1.447561245039104882e+00,0.000000000000000000e+00
2.494175454472407960e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,-4.240291419625810132e-01,1.117494917542860122e+00,-1.048776891462830374e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,4.410549028117370929e-01,1.978826572974530906e+00,0.000000000000000000e+00
1.236191966910725304e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,8.315226480223671113e-02,1.117494917542860122e+00,-1.055763798663172048e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,4.410549028117370929e-01,1.074702553395989746e+00,0.000000000000000000e+00
1.684044658931328264e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.073790203390051046e+00,2.127904269363480871e-01,1.117494917542860122e+00,-9.318913393447952886e-01,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-3.611920074399159297e+00,2.298422597210923346e+00,0.000000000000000000e+00
-3.963717845722595223e-01,-4.877222761866059075e-01,2.422569189942958001e+00,-2.725985670699269670e-01,4.691028333377598170e-01,-1.697668279760439214e+00,1.046374606493278847e+00,-9.376370194780275780e-01,-6.379626973605267981e-01,1.798200634195383119e+00,7.603414317032658465e-01,-4.193252882398345593e-01,2.386729917613499730e+00,0.000000000000000000e+00
2.465737344058458014e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,-1.332957721706516940e+00,9.752542954436974609e-01,-9.945833161295221103e-01,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,4.410549028117370929e-01,9.976063187847175051e-01,0.000000000000000000e+00
9.541131385175156687e-01,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.410683019468448540e+00,7.684097200857665788e-01,2.818187503402859173e-01,-9.512304578420157641e-01,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-3.379480387402677977e+00,1.413927987665192454e+00,0.000000000000000000e+00
1.171247771076263211e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.600720757561162610e+00,-4.981123817088985439e-01,6.872095282708966524e-01,-9.385879595697645961e-01,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-3.154708277178916109e+00,2.995081470262169976e+00,0.000000000000000000e+00
4.722968742918682294e-01,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,-7.659471669936193106e-01,1.078376243991591377e+00,-1.027575932364945821e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,3.993837251291932344e-01,1.018637114541441013e+00,0.000000000000000000e+00
4.412371546913527176e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.194719669489502145e+00,-1.073671387542368461e+00,5.983116419329190805e-01,-1.039938153557527167e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-2.983857809709191122e-01,2.064331121929281032e+00,0.000000000000000000e+00
1.345700213277712942e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.600720757561162610e+00,-1.889567460427701018e-01,1.117494917542860122e+00,-8.940939731721737616e-01,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-3.808514340477747062e+00,1.933972219911286539e+00,0.000000000000000000e+00
1.916824756670295171e+00,-4.877222761866059075e-01,1.015996926316719673e+00,-2.725985670699269670e-01,1.255189407483606967e+00,-2.730549400752672717e+00,8.045655489247025560e-01,-1.119757061889222971e+00,1.661245041310539960e+00,1.530926041079101019e+00,8.065771532722846304e-01,-7.767584885012508433e-01,2.519891591079320481e+00,0.000000000000000000e+00
