-9.531582572465892300e-02,1.168321261572088154e+00,1.390474904586828764e+00,-7.658367817441312786e-01,-9.116556024188945395e-01,-9.209661492758681733e-01,3.006583730197173177e-01,4.367889234831424661e-01,0.000000000000000000e+00
2.532254504138949924e-01,1.500111503572514104e+00,8.789636637202192793e-01,-2.242137351222617259e-01,-4.377066782221102903e-01,-9.792197041868390128e-01,-2.769068723379451424e-01,1.324673504419594749e+00,0.000000000000000000e+00
5.429831382033607490e-01,-1.445908228454296784e+00,-1.129669014767685553e+00,-6.077971391036577353e-01,-9.572783866902004890e-01,-7.057330147189734282e-01,9.410574527510431331e-01,1.324673504419594749e+00,0.000000000000000000e+00
-1.317580436891246709e+00,1.503071684168473032e+00,-1.632019696147437138e+00,-5.933367512014268291e-02,-9.532181389010400130e-01,-6.648505198732997945e-01,-5.825155218087051390e-01,-1.338980238389762212e+00,0.000000000000000000e+00
1.493641169585517625e+00,-1.648180568771402399e+00,6.294784262544472764e-01,-9.236664115708701495e-01,-9.765095603319632334e-01,-8.629626096220260889e-01,-7.311145899223875366e-01,4.367889234831424661e-01,0.000000000000000000e+00
1.199823233944787848e+00,3.168393139987008000e-01,5.188816714889856740e-01,-1.255206640186764533e+00,-9.861401480683218423e-01,-6.447392925898728366e-01,5.349326693809209887e-01,1.324673504419594749e+00,0.000000000000000000e+00
-1.640600221029562822e-01,-7.395951374043497895e-01,-8.596325221212441914e-01,-1.350552457622332003e+00,-8.770434901078492107e-01,-9.398573021045074638e-01,1.018662419231575605e-01,-4.510956574533098729e-01,0.000000000000000000e+00
1.515152482708840065e+00,9.443275960711224881e-01,-1.218334430062973039e+00,-7.215440792664589154e-01,-8.966246851107463334e-01,-8.953045832841856067e-01,8.959446997891465925e-01,1.324673504419594749e+00,0.000000000000000000e+00
1.031502959105811579e+00,3.620620729680448235e-01,-1.687773101321272673e+00,-1.552714792367454466e+00,-9.089654382433179913e-01,-8.721431698637893692e-01,4.404069010377937854e-01,-4.510956574533098729e-01,0.000000000000000000e+00
-1.680742605538539269e+00,-1.501571624390468429e+00,5.099611266611719929e-01,5.576639704121394425e-01,-9.422074669407797254e-01,-8.955946009824549137e-01,1.120268388924217096e+00,4.367889234831424661e-01,0.000000000000000000e+00
-1.696293554821090011e+00,1.405655740975111812e+00,-4.444671656393403558e-01,-3.792431940992040951e-01,-9.100955072092664633e-01,-4.253459041543575792e-01,-6.272182497492233555e-01,4.367889234831424661e-01,0.000000000000000000e+00
-3.237797719367920268e-01,1.139369352439416894e-01,7.259643191902619419e-01,4.877297034384742713e-01,-8.692430140597083854e-01,-9.477077811783464201e-01,1.126588774619610156e+00,4.367889234831424661e-01,0.000000000000000000e+00
-1.258446827175670357e+00,-1.494231176561300334e+00,6.923722675348513711e-01,9.908604014858212183e-01,-7.332247131228315506e-01,-8.529119962854551096e-01,9.911405090208675883e-01,1.324673504419594749e+00,0.000000000000000000e+00
1.242985868738027744e+00,-7.163837213123886993e-01,3.032785033916360895e-01,7.555460440011446677e-01,-8.063091733277204520e-01,-9.898203510890928314e-01,7.976086989302839658e-01,1.324673504419594749e+00,0.000000000000000000e+00
-6.294884334276520388e-01,-1.455288800748247402e+00,1.132879171767517734e+00,1.123063029472672059e-02,-5.441131720070062627e-01,-8.783635494611496952e-01,7.919483535132071372e-01,1.324673504419594749e+00,0.000000000000000000e+00
-4.246559297587130799e-01,1.108227595352099693e+00,1.466559551503876513e+00,1.111197743755821588e+00,-9.701991752212236753e-01,-7.541959721607869316e-01,-1.899715671954562424e-01,1.324673504419594749e+00,0.000000000000000000e+00
1.551864723748224595e+00,2.934678881447961296e-01,-1.394405183693565142e+00,-2.647162063425311240e-01,-9.628887290786711795e-01,-8.372610411892029703e-01,1.890315611020293718e-01,1.324673504419594749e+00,0.000000000000000000e+00
1.649190664852907329e+00,-8.004988530441783379e-01,-1.217724392804568678e+00,3.903837639673377602e-01,-9.225562676656556826e-01,-7.800075473067467069e-01,1.517272615721240170e+00,1.324673504419594749e+00,0.000000000000000000e+00
1.006261352354778649e-01,1.577466222862181633e+00,-1.238335651649999258e+00,1.374773825603086141e+00,-8.231502011034503852e-01,-9.689390768137097210e-01,-1.134969004032542056e-01,1.324673504419594749e+00,0.000000000000000000e+00
-1.088966481522047225e+00,-7.847778939332078485e-01,-1.383314506323559012e+00,1.653410826378184151e+00,-7.283044128463119771e-01,-9.444275810048189390e-01,7.810976913620970574e-01,4.367889234831424661e-01,0.000000000000000000e+00
2.170232405085361915e-01,-8.147297212470480110e-01,1.555764999782013769e+00,1.219674362354898900e+00,-9.900803885336648680e-01,-8.878041255703268408e-01,8.309509643225088116e-02,4.367889234831424661e-01,0.000000000000000000e+00
3.756329225800805749e-01,7.153536267296582984e-01,4.440671021427138876e-01,1.568795169248511645e-01,-9.171859399248201150e-01,-9.684490469097375431e-01,6.055869809916059054e-01,-4.510956574533098729e-01,0.000000000000000000e+00
1.571465920271567951e+00,-1.430487430477949962e-01,-1.368733615786616786e+00,-1.217624347138425378e+00,-9.318568352615157480e-01,-8.361809752784072902e-01,6.634705132778966341e-01,1.324673504419594749e+00,0.000000000000000000e+00
