1.063697821419426370e+00,-7.163759064810949484e-01,-9.645808835332296827e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-6.658158045259368052e-01,0.000000000000000000e+00
-3.536573525318154054e-01,-4.827462246522293277e-01,-9.228709553846767832e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
5.629984314871473439e-01,-7.246457175897239589e-01,-1.002882646440132142e+00,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
2.681322727331769240e+00,-6.088683620689190334e-01,-9.228709553846767832e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-6.272534294265753596e-01,0.000000000000000000e+00
1.393335723182229369e-01,-6.088683620689190334e-01,-8.373861519117472563e-01,-4.245075758399555199e-01,-5.439121580702112047e-01,-5.115863521529772084e-01,0.000000000000000000e+00
2.296170121538616549e+00,-6.750268509379503401e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
4.992218314067062401e+00,-5.427098731998876158e-01,-9.228709553846767832e-01,-6.218802923074414624e-01,-6.909742204612809857e-01,-7.043781796252982508e-01,0.000000000000000000e+00
-9.174997194822008539e-02,-6.734731288508746250e-01,-6.664265689813050342e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.887010783394569513e-01,0.000000000000000000e+00
3.451617914906263351e+00,-5.427098731998876158e-01,-8.373861519117472563e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-6.658158045259368052e-01,0.000000000000000000e+00
2.296170121538616549e+00,-6.750268509379503401e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
-9.174997194822008539e-02,-6.088683620689190334e-01,-6.664265689813050342e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.887010783394569513e-01,0.000000000000000000e+00
2.296170121538616549e+00,-6.750268509379503401e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
4.859739247356031355e-01,-4.827462246522293277e-01,-7.519013484388178403e-01,-6.218802923074414624e-01,-3.968500956791414236e-01,-5.501387032400955057e-01,0.000000000000000000e+00
1.525874933964122659e+00,-5.427098731998876158e-01,-8.373861519117472563e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-6.658158045259368052e-01,0.000000000000000000e+00
-3.998780709898281938e-01,-4.827462246522293277e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-3.968500956791414236e-01,-4.730239770536157073e-01,0.000000000000000000e+00
2.334682374914388792e+00,-6.088683620689190334e-01,-9.645808835332296827e-01,-4.245075758399555199e-01,-5.439121580702112047e-01,-6.658158045259368052e-01,0.000000000000000000e+00
2.681322727331769240e+00,-4.827462246522293277e-01,-6.664265689813050342e-01,-5.231939340736984079e-01,-5.439121580702112047e-01,-6.272534294265753596e-01,0.000000000000000000e+00
4.992218314067062401e+00,-5.427098731998876158e-01,-8.373861519117472563e-01,-6.218802923074414624e-01,-6.909742204612809857e-01,-7.043781796252982508e-01,0.000000000000000000e+00
-9.174997194822008539e-02,-6.734731288508746250e-01,-6.664265689813050342e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.887010783394569513e-01,0.000000000000000000e+00
2.334682374914388792e+00,-4.827462246522293277e-01,-5.809417655083756182e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-6.658158045259368052e-01,0.000000000000000000e+00
2.296170121538616549e+00,-6.750268509379503401e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
-5.693440146573980343e-01,-2.243171335109417630e-01,-4.954669860508628121e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-3.959092508671359090e-01,0.000000000000000000e+00
-9.174997194822008539e-02,-6.088683620689190334e-01,-6.664265689813050342e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.887010783394569513e-01,0.000000000000000000e+00
2.296170121538616549e+00,-6.750268509379503401e-01,-3.244973791050039247e-01,-6.218802923074414624e-01,-5.439121580702112047e-01,-5.501387032400955057e-01,0.000000000000000000e+00
-1.110161226479165902e-01,-6.750268509379503401e-01,-8.373861519117472563e-01,-6.218802923074414624e-01,-2.497880332880716425e-01,2.210185826369454598e-01,0.000000000000000000e+00
4.859739247356031355e-01,-4.827462246522293277e-01,-6.664265689813050342e-01,-6.218802923074414624e-01,-2.497880332880716425e-01,-4.730239770536157073e-01,0.000000000000000000e+00
-2.458090094631188993e-01,-2.243171335109417630e-01,-6.664265689813050342e-01,-4.245075758399555199e-01,-5.439121580702112047e-01,6.677910625174275638e-02,0.000000000000000000e+00
