-7.007187451810048540e-01,1.939510071282704917e+00,-1.134719967201152979e+00,2.242797730147499280e+00,-1.161843549224734623e-01,-1.231238659410987424e+00,-9.873120323394951603e-01,7.066782970722135238e-01,5.759223248600008338e-01,-8.152588297314161681e-01,-2.093081149962897347e-01,0.000000000000000000e+00
-1.128221136226134277e-02,2.749549174170717869e+00,-1.288771353476806159e+00,6.109984894009817813e-01,-7.367691103252130280e-02,-9.443463560547672442e-01,-1.078538933856032500e+00,1.151889800695876209e+00,1.094264573478104463e+00,-9.922980604340692068e-01,5.416298760379303356e-01,0.000000000000000000e+00
1.195231722820538467e+00,4.590937797977156509e-01,1.124700364841761280e+00,-3.113228205861799380e-01,2.391754834584701950e+00,-1.039977123840174045e+00,-9.264940979951368227e-01,1.406296374195053156e+00,-9.791044209943072785e-01,-1.661149838216892383e-01,-1.898918594823282291e+00,0.000000000000000000e+00
-5.858126562112142555e-01,2.526090111305058894e+00,-1.134719967201152979e+00,-3.113228205861799380e-01,-5.625125157669708109e-01,3.944843929409274086e-01,7.700181868677513641e-02,1.607641914384905779e-01,-7.212704835364363090e-03,-6.382195990287632403e-01,-6.786443593926768658e-01,0.000000000000000000e+00
1.195231722820538467e+00,-4.906072373813339382e-01,7.652471301985702690e-01,-7.370095790417932058e-01,1.222800127611018084e+00,1.733315141936621950e+00,4.659285151459598845e-02,8.338815838218314180e-01,4.463367627054748987e-01,1.191185784898648903e+00,-4.909098616341209809e-01,0.000000000000000000e+00
-8.730778786356905297e-01,1.604321476984216455e+00,-1.391472277660575019e+00,-9.498529582695998119e-01,3.815754204898098134e+00,1.196132179930034858e-02,-5.311775247568079061e-01,-1.079467854370195878e+00,5.758007624189715595e-02,-8.742719066323004773e-01,-5.847771105133980907e-01,0.000000000000000000e+00
-4.134535227565286353e-01,5.877976054289939967e+00,-1.391472277660575019e+00,-3.113228205861799380e-01,1.052770352051209946e+00,-1.039977123840174045e+00,-1.139356868200390949e+00,-1.052967169630697031e+00,1.223850135632630343e+00,-1.523415752542027546e+00,4.477626271586532258e-01,0.000000000000000000e+00
-5.283596117263187342e-01,3.671317808491560530e+00,-1.391472277660575019e+00,1.214054730546433980e+00,2.026214742521674494e-01,-1.039977123840174045e+00,-9.873120323394951603e-01,-7.774197121699888413e-02,2.066156289637047561e+00,-6.972326759296475496e-01,2.600281294000973409e-01,0.000000000000000000e+00
1.884668256639280948e+00,2.914994826484714752e-01,1.997658220403796481e+00,-2.403750275102443656e-01,-2.862141304822821142e-01,-5.618232849131402640e-01,1.618388434241683702e-02,2.148315546901079287e+00,-3.959693912989420972e-01,-5.201934452269951770e-01,-1.335715101547618078e+00,0.000000000000000000e+00
-9.305309231205854958e-01,1.297065265543936086e+00,-1.288771353476806159e+00,-5.241661998139865997e-01,-2.011992427023777674e-01,-9.443463560547672442e-01,-1.048129966683853498e+00,-3.957501880910436753e-01,1.547814041018943820e+00,-1.661149838216892383e-01,-4.439762371944833141e-01,0.000000000000000000e+00
-4.709065672414237125e-01,1.269132882685728658e+00,-1.391472277660575019e+00,-4.532184067380511383e-01,-7.367691103252130280e-02,-9.443463560547672442e-01,-1.048129966683853498e+00,-1.414032784218993352e-02,1.871656383964230841e-01,-9.922980604340692068e-01,-6.786443593926768658e-01,1.000000000000000000e+00
-6.432657006961093327e-01,2.914994826484714752e-01,1.381452675301183541e+00,-3.113228205861799380e-01,5.639347473167605207e-01,-1.231238659410987424e+00,-1.139356868200390949e+00,2.349661087091108325e-01,1.223728573191615598e-01,-5.201934452269951770e-01,-1.154408661170109873e-01,1.000000000000000000e+00
